,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KOS,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TOA,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WAS,WSM,YEM,ZAF,ZMB,ZRN,ZWE
CAF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1
CAN,1,1,2,0,2,70,257,17,0,1624,361,5,1,625,7,20,27,46,3,2,0,10,0,1,4,688,8,5,1,10,8,0,954,191,2490,4,25,5,119,0,0,24,32,23,236,2461,0,430,1,25,56,118,0,987,22,9,394,2,2612,1,2,3624,6,19,0,2,4,3,279,1,5,3,2,3,1,43,0,147,24,465,302,389,2,52,495,1312,10,39,1141,23,50,4,6,0,610,0,25,0,48,0,6,0,1,19,2,14,17,10,39,3,2,6,0,336,4,5,4,0,2,4,1,0,1,5,83,6,3,1,16,1,1227,454,6,332,16,73,23,34,24,0,1,369,0,156,1,1,2,27,4,92,538,3,94,4,10,243,0,0,3,0,0,61,0,0,0,121,42,636,0,1,5,1,2,153,2,0,0,0,9,51,189,333,12,44,76,19,12741,10,3,0,25,20,0,7,0,1,252,3,4,6
CHE,2,3,2,0,0,8,100,38,0,644,734,1,0,733,5,16,18,99,0,0,3,17,0,1,10,234,0,1,0,3,0,954,0,75,449,19,29,9,36,0,1,13,9,15,208,4597,0,462,1,12,7,36,2,990,26,14,357,1,2483,1,3,2453,21,17,0,2,1,5,284,0,1,3,3,0,2,76,1,177,20,220,155,73,0,35,217,1868,3,14,576,3,30,6,6,0,239,0,1,7,10,0,0,0,9,8,1,27,20,15,18,4,7,6,0,90,4,9,2,1,15,19,8,1,2,12,16,0,2,3,19,1,1072,240,10,104,4,29,6,28,17,0,9,379,0,209,1,0,1,4,3,100,499,3,11,8,10,109,0,1,0,0,0,64,0,0,0,136,113,600,0,4,3,4,1,56,0,0,0,0,0,27,114,145,35,23,67,8,4305,2,0,0,13,23,0,1,0,2,160,8,10,9
CHL,0,0,0,0,0,0,232,14,0,118,45,0,0,81,0,0,1,3,1,1,1,1,0,0,7,229,0,0,0,0,0,191,75,0,42,3,0,0,66,0,0,9,24,1,16,385,0,63,8,3,12,4,0,442,4,0,25,0,333,0,0,301,0,0,0,0,0,0,14,0,0,3,0,0,2,8,1,12,2,48,19,10,0,4,31,195,0,0,96,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,106,0,2,1,0,0,0,0,0,0,1,7,0,1,0,0,5,77,15,0,47,0,0,6,41,3,0,0,53,0,38,6,0,4,0,0,9,63,0,3,0,0,11,0,0,0,0,0,3,0,0,0,5,5,72,0,0,0,0,1,7,0,0,0,0,0,1,8,14,0,2,4,40,944,2,5,0,42,0,0,0,0,0,41,0,0,0
CHN,0,0,0,0,0,17,90,6,0,2395,234,1,3,312,0,1,37,30,2,1,0,17,0,0,0,209,1,4,0,3,0,2490,449,42,0,1,4,0,76,0,0,5,5,7,168,2293,0,292,3,14,44,54,0,391,16,3,210,1,1434,0,0,2964,6,7,0,0,0,1,113,0,0,0,1,0,0,51,0,106,30,422,185,76,7,29,190,549,0,2,3317,1,21,1,10,0,1284,0,4,3,10,0,2,0,3,15,2,15,11,2,10,2,0,1,0,156,16,1,0,2,1,15,1,0,0,2,132,2,0,1,39,1,659,241,9,235,7,151,11,18,44,0,4,214,9,125,0,0,0,17,1,69,417,0,43,19,1,1368,0,2,0,0,0,48,0,0,0,34,62,709,0,0,7,0,0,173,0,0,0,0,2,7,97,984,6,5,29,4,12742,5,0,0,12,38,0,0,0,0,118,1,1,2
CIV,0,0,0,0,0,0,0,0,0,7,3,0,0,11,11,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,19,3,1,0,6,1,1,0,0,0,0,0,0,7,0,1,0,1,0,1,0,0,0,2,1,0,98,0,0,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,4,2,0,0,20,0,0,0,0,1,0,0,0,0,6,0,2,2
CMR,0,2,0,0,0,0,0,0,0,13,5,0,0,27,6,15,0,1,1,0,0,0,0,0,0,4,0,0,0,2,5,25,29,0,4,6,0,10,1,0,0,0,0,0,0,46,0,3,0,1,0,4,0,13,0,2,1,0,163,0,11,42,0,9,0,1,2,2,3,0,0,0,0,0,0,0,0,4,5,5,2,0,0,0,1,39,0,0,11,0,3,0,2,0,5,0,0,1,1,0,0,0,0,1,1,0,2,0,6,0,0,3,0,3,0,9,0,0,0,0,2,1,0,4,1,1,1,7,19,0,9,1,0,1,0,5,0,2,1,0,1,1,0,2,0,0,0,0,4,2,2,4,0,5,19,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,5,0,0,0,0,0,5,2,0,8,6,1,0,64,0,0,0,0,2,0,0,0,0,29,3,6,2
COD,0,1,0,0,0,0,1,0,0,1,0,0,0,13,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,9,0,0,1,10,0,0,0,0,1,0,0,0,12,0,0,0,0,0,2,0,2,0,1,0,0,31,0,4,15,0,5,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,1,3,0,0,1,3,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,0,0,22,0,0,0,0,0,0,0,0,0,6,3,6,2
COL,0,0,0,0,0,0,127,6,0,43,19,3,0,36,0,1,3,4,0,0,0,1,0,1,14,237,0,0,0,1,0,119,36,66,76,1,1,0,0,0,0,27,27,2,44,140,0,21,6,0,59,3,0,350,2,4,16,0,179,0,1,178,0,2,0,0,0,0,4,0,0,5,4,0,3,1,2,4,1,64,45,3,0,7,21,57,3,0,29,0,4,0,0,0,52,0,0,0,8,0,0,0,0,4,0,2,0,1,0,0,0,1,0,161,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,5,90,17,0,13,0,5,23,35,8,0,0,14,0,11,3,0,1,0,0,4,52,0,0,1,2,17,0,0,2,0,0,2,0,0,0,1,3,66,0,0,2,0,0,9,0,0,0,0,1,1,6,5,0,0,1,7,513,0,0,0,67,2,0,1,0,0,14,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI,0,0,0,0,0,1,21,1,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,37,0,0,0,0,0,24,13,9,5,0,0,1,27,0,0,0,6,0,1,28,0,4,2,0,5,0,0,50,0,2,3,1,36,0,0,34,0,1,0,0,1,0,3,0,0,5,0,0,0,0,0,4,3,4,3,0,0,1,6,13,1,0,5,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,16,4,0,2,1,1,11,13,0,0,0,4,0,3,1,0,0,0,0,4,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,1,6,0,0,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,4,193,0,0,0,13,2,2,0,0,0,3,1,0,1
CUB,0,2,0,0,0,0,29,0,0,7,7,0,0,24,0,0,2,0,0,0,0,0,0,1,1,96,0,0,0,0,0,32,9,24,5,0,0,0,27,0,0,6,0,0,2,42,0,2,4,1,3,1,0,147,0,0,1,0,44,0,0,54,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,5,1,8,2,2,1,0,4,34,1,0,15,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,110,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,9,5,0,1,0,1,2,8,2,0,0,5,0,22,1,0,0,0,0,4,6,0,1,0,0,1,0,0,1,0,0,2,0,0,0,4,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,3,51,0,0,0,21,1,0,0,0,0,4,0,0,1
CYP,0,0,0,0,0,1,0,2,0,15,11,0,0,15,0,1,2,6,0,0,0,1,0,0,0,5,0,0,0,2,0,23,15,1,7,0,0,0,2,0,0,0,0,0,16,66,0,14,0,2,0,4,0,31,6,1,9,0,43,0,0,119,0,0,0,0,0,0,155,0,0,0,0,0,0,2,0,11,0,3,7,3,0,2,8,53,0,6,6,0,0,0,0,0,5,0,1,0,4,0,1,0,2,1,0,4,4,3,3,0,0,0,0,2,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,23,15,0,2,0,2,0,1,0,0,0,19,0,13,0,0,1,0,0,11,14,0,0,0,0,3,0,0,0,0,0,2,0,0,0,7,10,18,0,0,0,0,0,1,0,0,0,0,0,5,23,2,0,0,7,0,127,0,0,0,0,0,0,0,0,0,5,0,0,0
CZE,0,0,0,0,0,4,68,33,0,160,246,1,0,233,0,1,4,80,0,0,3,20,0,1,4,122,0,0,0,1,0,236,208,16,168,0,0,0,44,0,0,1,2,16,0,966,0,118,0,15,42,18,0,308,34,1,130,0,667,0,0,646,9,2,0,0,1,0,132,0,0,1,1,0,0,67,0,133,4,136,103,23,1,13,77,449,0,4,173,3,6,2,0,0,113,0,4,0,2,0,1,0,3,1,0,27,9,10,12,0,0,0,0,93,3,0,7,0,13,17,0,0,0,2,6,16,3,0,0,0,283,99,0,27,0,10,1,2,3,0,1,351,1,101,1,0,1,0,0,70,283,0,3,2,1,18,0,0,0,0,0,57,0,0,0,432,91,281,0,0,1,0,0,17,0,0,0,0,0,4,54,33,3,1,63,3,900,2,0,0,1,7,0,0,0,1,49,0,1,2
DEU,6,3,7,0,2,59,407,92,0,1697,2691,17,0,1835,13,18,35,415,6,1,24,99,0,2,22,812,1,3,1,3,1,2461,4597,385,2293,7,46,12,140,0,0,28,42,66,966,0,0,1310,1,47,74,255,1,3062,107,30,1000,1,5582,0,26,7341,43,38,0,2,0,5,914,1,1,2,4,0,0,233,0,716,81,988,548,276,11,73,899,4109,3,95,2097,33,84,4,3,0,678,0,8,1,26,0,6,0,17,13,0,109,104,69,56,13,48,17,0,360,25,5,11,2,17,29,4,0,0,10,87,31,7,4,61,3,3861,838,12,314,26,152,38,38,53,0,3,1625,4,615,2,0,3,9,3,400,2481,0,78,30,7,247,1,0,1,0,0,172,0,0,0,371,278,2066,0,1,22,1,2,135,4,0,0,0,4,44,471,316,31,22,436,18,12839,39,2,0,44,50,0,0,0,10,440,4,6,6
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,0,0,10,50,3,0,430,205,1,0,310,6,5,9,35,1,0,0,10,0,1,4,98,0,0,1,4,0,430,462,63,292,1,3,0,21,0,0,4,2,14,118,1310,0,0,0,2,2,16,1,588,44,6,408,1,773,0,0,1487,6,11,0,13,0,5,165,2,23,0,1,0,0,32,0,97,7,79,119,29,2,82,114,688,1,1,227,4,11,0,3,0,60,0,3,2,2,0,0,0,1,6,1,34,13,18,9,1,4,1,0,37,5,2,2,0,2,2,2,0,1,3,11,2,0,1,6,1,693,582,5,90,0,11,5,9,7,0,1,204,0,147,0,0,2,1,0,34,131,0,6,2,4,59,1,0,0,0,0,33,0,0,0,30,49,1051,0,0,3,0,0,40,0,0,0,0,0,4,63,26,41,15,21,13,1881,1,1,0,3,25,0,0,0,0,83,5,1,6
DOM,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,1,8,3,0,0,0,6,0,0,2,4,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,30,0,0,0,7,0,0,0,0,0,1,0,0,0
DZA,0,1,0,0,0,10,7,1,0,9,5,0,0,33,0,0,0,5,1,0,2,1,0,0,0,5,1,0,0,0,0,25,12,3,14,1,1,0,0,0,0,0,1,2,15,47,0,2,0,0,2,11,0,46,1,1,2,0,721,0,0,38,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,9,5,5,0,0,2,36,0,4,14,0,3,0,2,0,1,0,3,0,12,0,1,0,0,0,0,2,1,0,32,0,3,2,0,6,2,3,2,0,0,0,0,0,0,0,9,1,0,1,4,0,7,2,1,0,11,2,0,0,0,0,0,12,0,8,0,0,0,0,0,9,6,0,33,5,1,1,0,0,0,0,0,3,0,0,0,2,1,9,0,0,4,0,1,3,1,0,0,0,1,30,9,1,2,2,1,0,41,1,0,0,1,1,0,0,0,0,9,0,2,0
ECU,0,0,0,0,0,0,58,0,0,6,5,0,0,13,0,0,0,0,0,0,0,0,0,0,18,70,1,0,0,0,0,56,7,12,44,0,0,0,59,0,0,5,3,0,42,74,0,2,1,2,0,1,0,38,1,0,2,0,72,0,0,78,1,1,0,0,0,0,0,0,0,2,4,0,2,1,0,1,0,44,42,0,0,1,2,17,0,1,4,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,52,2,1,6,0,0,9,29,1,0,0,4,0,2,3,0,1,0,0,0,42,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,157,0,0,0,16,0,0,0,0,0,3,0,0,0
EGY,2,0,1,0,0,38,1,2,0,29,48,1,0,43,1,3,7,4,14,0,1,2,0,0,0,19,0,0,0,1,0,118,36,4,54,1,4,2,3,0,1,0,1,4,18,255,0,16,0,11,1,0,1,50,3,5,11,0,83,0,0,230,1,3,0,0,1,2,29,0,0,0,0,0,0,2,0,21,3,61,10,14,6,2,13,73,0,22,192,5,8,0,0,0,56,0,41,0,24,0,19,0,0,1,0,1,1,1,17,0,0,0,0,18,0,0,3,0,0,1,0,0,1,2,31,0,0,2,7,0,61,20,0,9,21,19,0,3,1,0,0,32,0,28,0,1,0,24,0,16,16,0,361,11,3,6,0,0,0,0,0,12,0,0,0,5,5,26,0,0,10,0,1,5,0,0,0,0,0,20,37,13,2,3,1,1,549,5,0,0,1,2,0,0,0,24,20,2,0,0
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
ESP,0,2,1,0,0,16,668,19,0,612,573,2,0,961,1,10,1,152,1,0,4,23,0,2,30,724,3,3,0,2,1,987,990,442,391,0,13,2,350,0,0,50,147,31,308,3062,0,588,4,46,38,50,1,0,78,6,478,0,3156,0,7,3476,19,7,0,2,3,1,518,1,0,8,1,0,0,71,0,257,7,278,246,92,3,51,300,2977,0,13,615,24,8,2,0,0,195,0,5,0,14,0,5,0,3,2,0,50,31,14,121,7,17,1,0,765,6,1,7,1,3,3,22,0,0,3,38,4,2,0,12,6,1324,417,0,83,6,14,21,71,7,0,4,594,0,1045,10,0,5,5,1,181,570,0,27,2,6,59,0,0,2,0,0,68,0,0,0,160,104,891,0,0,7,1,1,22,0,0,0,0,4,70,148,145,11,4,119,79,4921,5,2,0,192,10,0,0,0,0,140,3,3,3
EST,0,0,0,0,0,2,5,2,0,36,20,0,0,41,0,2,1,12,0,0,3,7,0,0,0,9,0,0,0,1,0,22,26,4,16,0,0,0,2,0,0,0,0,6,34,107,0,44,0,1,1,3,0,78,0,1,139,0,67,0,0,134,2,1,0,0,0,1,26,0,0,0,0,0,0,11,0,34,0,13,20,2,1,8,9,79,0,1,18,1,1,1,0,0,6,0,1,0,1,0,0,0,1,2,0,43,9,24,1,0,0,0,0,3,4,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,52,41,0,6,0,2,0,1,0,0,0,56,0,17,0,0,0,0,0,17,62,0,0,1,0,0,0,0,0,0,0,9,0,0,0,12,11,113,0,0,1,0,0,1,0,0,0,0,0,2,18,1,2,1,10,0,94,0,0,0,1,0,0,0,0,0,4,0,0,0
ETH,0,1,0,0,0,2,1,0,0,7,6,0,0,35,0,4,2,0,1,0,0,0,0,0,0,5,0,0,0,1,0,9,14,0,3,2,2,1,4,0,0,2,0,1,1,30,0,6,0,1,0,5,3,6,1,0,4,0,25,0,1,67,0,6,0,1,0,0,3,0,0,0,0,0,1,1,0,3,5,25,5,1,0,1,3,17,0,1,10,1,14,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,2,0,3,0,1,0,0,0,0,1,0,0,5,0,1,0,2,12,1,32,29,2,5,0,2,0,2,1,0,0,4,0,2,0,0,0,0,0,1,2,1,5,4,2,0,0,0,1,0,0,0,0,0,0,1,2,36,0,0,3,0,1,2,0,0,0,0,0,1,2,1,5,10,1,0,100,0,0,0,0,1,0,0,0,2,26,4,0,3
FIN,0,0,0,0,1,6,31,8,0,243,184,0,0,254,0,1,4,55,0,0,1,11,0,0,0,83,0,0,0,2,0,394,357,25,210,1,1,0,16,0,0,3,1,9,130,1000,0,408,0,2,2,11,0,478,139,4,0,0,631,0,0,1107,1,2,0,0,3,1,185,0,2,1,1,0,0,13,0,141,4,84,101,33,0,52,66,609,0,2,278,3,3,1,0,0,89,1,8,0,3,0,3,0,1,1,0,39,22,25,6,0,5,2,0,42,4,1,2,0,0,0,0,0,2,6,6,1,0,0,2,0,472,345,1,75,2,9,0,14,11,0,1,229,0,98,0,0,2,1,0,42,447,0,5,1,0,36,0,0,0,0,0,14,0,0,0,104,57,931,0,0,0,0,0,21,0,0,0,0,0,5,69,91,3,5,42,3,1401,7,1,0,2,1,0,1,0,1,46,0,0,0
FJI,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,4,7,0,1,39,365,86,0,1293,861,7,1,2284,62,88,13,220,4,0,6,43,0,5,29,1053,1,3,0,5,13,2612,2483,333,1434,98,163,31,179,0,2,36,44,43,667,5582,0,773,0,721,72,83,1,3156,67,25,631,1,0,1,47,5363,22,31,0,11,59,4,676,0,3,5,34,1,0,131,7,395,45,659,427,173,6,58,521,4144,1,20,1622,9,40,3,26,0,474,0,7,7,139,0,4,0,2,10,1,93,142,33,411,28,24,64,0,468,16,40,10,2,17,17,6,11,1,15,66,21,61,35,23,2,2101,637,8,235,9,37,7,61,40,0,2,1106,0,669,1,0,43,16,84,493,1438,7,48,16,141,165,0,0,0,0,0,126,0,0,0,206,166,1342,0,3,21,11,22,176,0,0,0,0,6,809,265,230,17,23,228,48,8330,7,2,0,78,107,9,3,0,1,329,5,15,13
FSM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0
GAB,0,2,0,0,0,0,0,0,0,0,3,0,0,1,1,6,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,2,3,0,0,0,11,4,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,7,0,1,0,0,47,0,0,14,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,14,0,0,0,0,0,0,0,0,0,10,1,2,2
GBR,15,3,1,0,5,95,319,67,0,3977,1054,14,2,1907,13,31,94,168,15,7,7,44,0,5,30,962,10,5,6,20,5,3624,2453,301,2964,13,42,15,178,0,2,34,54,119,646,7341,0,1487,7,38,78,230,2,3476,134,67,1107,12,5363,2,14,0,27,90,0,6,2,60,1262,2,5,7,8,0,0,151,0,470,91,947,1387,416,10,134,635,4471,21,79,1946,37,217,7,23,0,677,3,44,12,44,0,20,0,3,62,0,81,73,36,48,6,5,23,0,433,12,18,33,5,18,25,10,1,15,90,319,25,13,8,139,3,3779,1207,42,907,45,219,30,78,50,0,12,961,1,912,2,0,7,57,7,213,1138,7,139,35,15,521,1,3,0,0,0,136,0,0,0,215,225,2347,7,9,19,1,0,305,1,0,0,0,25,56,450,414,131,111,173,27,14543,13,2,0,67,73,1,8,0,10,902,35,3,41
